model	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K00222	722.17	domain	all	0.526658	911	887	2270	563	3.41	0.590	Delta14-sterol reductase [EC:1.3.1.70]
K00223	459.03	full	all	0.990432	264	259	2071	938	1.71	0.590	Delta24(24(1))-sterol reductase [EC:1.3.1.71]
K00224	276.00	domain	all	0.995929	770	740	1155	421	1.87	0.590	chloroplastic oxoene reductase [EC:1.3.1.-]
K00225	548.30	full	all	1.000000	231	224	1807	658	1.23	0.590	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]
K00226	243.13	domain	trim	0.802633	1402	1163	1215	401	7.38	0.590	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K00227	135.37	domain	all	0.983200	1678	1604	2243	454	6.69	0.590	Delta7-sterol 5-desaturase [EC:1.14.19.20]
K00228	70.67	full	all	0.999711	5816	5186	4078	641	4.54	0.590	coproporphyrinogen III oxidase [EC:1.3.3.3]
K00230	66.83	full	trim	0.993965	2024	1661	1109	266	11.79	0.590	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K00231	142.23	domain	all	0.986817	4647	4224	8280	531	9.33	0.590	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00232	167.63	full	all	0.890037	5046	4882	9484	791	6.68	0.590	acyl-CoA oxidase [EC:1.3.3.6]
K00233	969.07	full	all	0.998492	397	335	746	655	0.71	0.591	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12]
K00234	1141.87	full	all	0.932517	1620	1524	3913	848	1.42	0.590	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
K00235	503.50	full	all	0.862461	1818	1674	2283	463	3.00	0.590	succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
K00236	137.53	domain	all	0.881287	1351	1241	1515	306	11.55	0.590	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit
K00237	94.93	full	all	0.981483	1109	1022	1119	234	6.67	0.590	succinate dehydrogenase (ubiquinone) membrane anchor subunit
K00239	663.10	domain	all	0.699198	9157	7591	3245	669	3.85	0.590	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
K00240	165.97	domain	all	0.639082	9216	7081	1854	341	4.71	0.590	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
K00241	52.97	full	all	0.925107	8203	6385	2254	255	20.54	0.590	succinate dehydrogenase cytochrome b subunit
K00242	64.87	domain	trim	0.948011	5031	3660	725	185	13.37	0.590	succinate dehydrogenase membrane anchor subunit
K00243	149.13	full	all	0.999799	3018	2495	1297	386	4.93	0.590	uncharacterized protein
K00244	695.47	full	all	0.955698	1044	732	990	590	1.01	0.590	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
K00245	306.67	full	all	0.924635	1057	621	687	365	1.75	0.591	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
K00246	52.60	full	all	0.996093	1049	640	263	136	3.77	0.590	succinate dehydrogenase subunit C
K00247	41.53	full	trim	0.992633	1057	609	271	125	3.80	0.590	succinate dehydrogenase subunit D
K00248	528.90	full	all	0.760771	2940	2665	2316	524	3.99	0.590	butyryl-CoA dehydrogenase [EC:1.3.8.1]
K00249	381.27	full	all	0.339326	15652	14078	8003	549	13.09	0.590	acyl-CoA dehydrogenase [EC:1.3.8.7]
K00251	583.37	domain	all	0.960663	570	527	959	441	1.15	0.589	3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]
K00252	514.83	full	all	0.936549	6200	5603	3490	764	3.78	0.590	glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00253	498.30	full	all	0.974444	3768	3382	2832	590	3.38	0.590	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K00254	180.57	full	all	0.982809	7914	6968	6661	574	6.13	0.590	dihydroorotate dehydrogenase [EC:1.3.5.2]
K00255	579.40	full	all	0.744463	3280	2947	2328	526	2.70	0.590	long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]
K00257	410.27	domain	all	0.994872	147	100	588	385	1.10	0.591	acyl-ACP dehydrogenase [EC:1.3.99.-]
K00258	300.90	full	all	1.000000	13	13	347	305	0.92	0.590	swainsonine biosynthesis oxidoreductase SwnR [EC:1.3.1.-]
K00259	285.13	domain	trim	0.996566	6091	5404	965	457	4.66	0.590	alanine dehydrogenase [EC:1.4.1.1]
K00260	633.00	domain	all	0.868081	1144	864	754	417	1.43	0.590	glutamate dehydrogenase [EC:1.4.1.2]
K00261	533.63	full	all	0.797190	5010	4452	4577	660	4.86	0.590	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K00262	476.07	domain	all	0.974339	5387	4579	2832	649	2.70	0.590	glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K00263	485.53	domain	all	0.762963	2485	2111	1382	497	3.97	0.590	leucine dehydrogenase [EC:1.4.1.9]
K00264	2720.70	full	all	0.986927	743	737	8777	2430	1.04	0.590	glutamate synthase (NADH) [EC:1.4.1.14]
K00265	1927.87	domain	all	0.722200	6726	6068	5012	1553	2.09	0.590	glutamate synthase (NADPH) large chain [EC:1.4.1.13]
K00266	542.10	domain	all	0.830753	8276	7186	4345	816	6.32	0.590	glutamate synthase (NADPH) small chain [EC:1.4.1.13]
K00270	538.53	full	all	0.935819	124	114	432	375	1.12	0.591	phenylalanine dehydrogenase [EC:1.4.1.20]
K00271	489.70	full	trim	0.968540	499	471	600	362	0.96	0.589	valine dehydrogenase (NAD+) [EC:1.4.1.23]
K00272	436.63	full	all	0.758920	923	908	2561	477	3.60	0.590	D-aspartate oxidase [EC:1.4.3.1]
K00273	132.57	full	all	0.568087	1936	1854	3814	469	6.93	0.590	D-amino-acid oxidase [EC:1.4.3.3]
K00274	424.07	full	all	0.662502	4065	3869	6687	890	17.34	0.590	monoamine oxidase [EC:1.4.3.4]
K00275	32.77	full	all	0.935424	8323	7329	4060	392	12.25	0.590	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K00276	562.73	full	all	0.925149	4198	4030	9718	981	8.61	0.590	primary-amine oxidase [EC:1.4.3.21]
K00277	544.50	domain	all	0.963015	888	838	2132	496	1.40	0.591	protein-lysine 6-oxidase [EC:1.4.3.13]
K00278	525.90	full	all	0.970131	6568	5876	5814	632	3.26	0.590	L-aspartate oxidase [EC:1.4.3.16]
K00279	213.23	full	all	0.999719	1854	1777	2899	669	2.79	0.590	cytokinin dehydrogenase [EC:1.5.99.12]
K00280	416.97	domain	all	0.940317	2251	2195	8788	674	4.29	0.590	lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]
K00281	615.67	full	all	1.000000	6585	6073	5911	1469	1.78	0.590	glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]
K00282	420.33	domain	trim	0.996307	2286	2030	1074	500	2.66	0.590	glycine cleavage system P protein (glycine dehydrogenase) subunit 1 [EC:1.4.4.2]
K00283	534.07	domain	all	0.995781	2284	2017	1585	629	1.86	0.591	glycine cleavage system P protein (glycine dehydrogenase) subunit 2 [EC:1.4.4.2]
K00284	2332.37	domain	all	0.614707	883	852	4178	1624	1.60	0.590	glutamate synthase (ferredoxin) [EC:1.4.7.1]
K00285	324.67	full	all	0.977247	5139	4463	1826	493	4.87	0.590	D-amino-acid dehydrogenase [EC:1.4.5.1]
K00286	142.87	full	all	0.955375	12704	11051	6100	385	8.64	0.590	pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00287	53.03	full	all	0.905251	8974	7552	3942	306	10.58	0.590	dihydrofolate reductase [EC:1.5.1.3]
K00288	1428.57	full	all	0.954234	1110	1094	3318	1045	1.34	0.589	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]
K00289	750.53	domain	all	0.997314	1137	1122	4235	1125	1.09	0.590	formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
K00290	224.43	full	trim	0.996618	448	442	2127	857	2.22	0.590	saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]
K00293	726.67	full	all	0.858140	169	164	1970	449	0.96	0.591	saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]
K00294	484.77	domain	all	0.930654	3962	3632	4745	762	3.71	0.590	1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K00295	383.60	full	all	0.946360	233	223	1177	588	2.79	0.590	methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15]
K00296	535.00	full	all	1.000000	8	6	417	391	0.62	0.588	D-nopaline dehydrogenase [EC:1.5.1.19]
K00297	188.53	domain	all	0.754749	8035	6885	3560	496	13.42	0.590	methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]
K00298	332.57	full	trim	0.960430	117	99	468	329	1.62	0.590	N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]
K00299	92.07	domain	all	0.963141	4424	3775	1941	310	9.81	0.590	FMN reductase [EC:1.5.1.38]
K00300	339.17	full	all	1.000000	160	148	407	285	1.06	0.589	methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+) [EC:1.5.1.5 1.5.1.-]
K00301	418.47	domain	all	0.698465	1145	1111	1456	605	5.21	0.590	sarcosine oxidase [EC:1.5.3.1]
K00302	1347.13	full	trim	0.889873	1552	1415	2772	1224	2.13	0.590	sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]
K00303	640.87	full	all	0.914587	1551	1235	569	416	1.03	0.591	sarcosine oxidase, subunit beta [EC:1.5.3.24 1.5.3.1]
K00304	110.90	domain	all	0.908721	1509	1202	314	150	2.74	0.590	sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]
K00305	130.23	full	all	0.877406	1528	1363	739	243	11.56	0.590	sarcosine oxidase, subunit gamma [EC:1.5.3.24 1.5.3.1]
K00306	332.43	full	all	0.795441	1622	1590	4094	684	7.55	0.590	sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
K00307	879.87	full	all	1.000000	5	4	558	540	0.50	0.590	reticuline oxidase [EC:1.21.3.3]
K00308	627.80	domain	all	0.883762	635	629	3943	658	3.42	0.590	N1-acetylpolyamine oxidase [EC:1.5.3.13]
K00309	845.10	domain	all	0.998839	446	431	1674	815	1.08	0.590	dimethylglycine oxidase [EC:1.5.3.10]
K00310	539.60	full	all	0.902357	16	14	264	243	0.39	0.586	pyrimidodiazepine synthase [EC:1.5.4.1]
K00311	258.33	full	all	0.986998	4583	4169	4255	712	2.61	0.590	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
K00312	469.50	full	all	0.981848	1008	610	2016	492	1.54	0.589	wingless-type MMTV integration site family, member 3
K00313	304.57	full	all	0.998521	1340	1017	1072	438	2.67	0.590	electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]
K00314	709.13	full	all	0.996029	764	756	2871	979	1.57	0.590	sarcosine dehydrogenase [EC:1.5.8.3]
K00315	819.33	full	all	0.994524	1491	1466	2542	968	1.97	0.590	dimethylglycine dehydrogenase [EC:1.5.8.4]
K00316	341.33	full	all	1.000000	333	304	1131	610	2.62	0.591	spermidine dehydrogenase [EC:1.5.99.6]
K00317	703.37	full	all	1.000000	268	260	1107	691	1.23	0.591	dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
K00318	180.97	domain	all	0.691567	4285	3926	5203	501	6.85	0.590	proline dehydrogenase [EC:1.5.5.2]
K00319	337.40	full	all	1.000000	136	115	320	276	0.89	0.589	methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]
K00320	221.23	full	trim	0.874519	732	680	870	374	8.27	0.590	5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
K00322	404.77	full	all	0.988583	2250	1639	2397	491	2.96	0.590	NAD(P) transhydrogenase [EC:1.6.1.1]
K00323	890.77	domain	all	0.998486	1025	992	3831	1183	1.14	0.589	proton-translocating NAD(P)+ transhydrogenase [EC:7.1.1.1]
K00324	299.03	domain	trim	0.680916	8124	6513	2059	501	5.24	0.590	proton-translocating NAD(P)+ transhydrogenase subunit alpha [EC:7.1.1.1]
K00325	612.87	full	all	0.969945	5121	4232	3050	738	3.19	0.590	proton-translocating NAD(P)+ transhydrogenase subunit beta [EC:7.1.1.1]
K00326	153.97	full	all	0.816263	4532	4307	8452	479	9.89	0.590	cytochrome-b5 reductase [EC:1.6.2.2]
K00327	561.07	full	all	0.965195	1823	1771	5533	873	4.05	0.590	NADPH-ferrihemoprotein reductase [EC:1.6.2.4]
K00330	126.60	full	all	0.864567	6882	4920	1103	220	9.52	0.590	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
K00331	274.17	domain	all	0.651297	6896	4703	1545	367	3.71	0.590	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]
K00332	189.00	full	all	0.749449	5220	4600	4584	326	8.73	0.590	NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]
K00333	515.80	domain	all	0.639150	5391	4643	2002	479	2.68	0.590	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]
K00334	152.27	domain	all	0.621308	6152	4829	2501	335	12.59	0.590	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
K00335	615.03	domain	all	0.752831	6425	5354	4050	638	5.04	0.590	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
K00336	715.50	domain	all	0.710046	5657	5069	4719	885	6.89	0.590	NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]
K00337	432.40	full	all	0.876659	7037	5770	4014	602	5.11	0.590	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
K00338	110.87	domain	all	0.669718	6739	4972	2036	258	6.17	0.590	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
K00339	129.83	full	all	0.871444	6766	5495	2721	256	11.07	0.590	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
K00340	94.40	full	all	0.877069	6693	4431	550	171	6.31	0.590	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
K00341	564.53	full	all	0.859606	6841	6085	8568	686	3.47	0.590	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
K00342	566.23	domain	all	0.826512	7238	6295	5050	688	7.06	0.590	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
K00343	321.57	domain	all	0.891510	6825	5915	4504	541	5.58	0.590	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
K00344	274.50	domain	all	0.804804	14139	12924	6976	550	12.16	0.590	NADPH:quinone reductase [EC:1.6.5.5]
K00345	68.20	full	all	0.998605	406	360	494	244	1.89	0.590	NAD(P)H-quinone oxidoreductase subunit S, chloroplastic [EC:7.1.1.-]
K00346	248.00	full	all	0.998650	1785	1479	860	449	2.47	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]
K00347	284.60	full	trim	0.978901	1867	1455	1226	436	2.55	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]
K00348	114.13	domain	all	0.995916	1887	1476	1499	538	4.41	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]
K00349	238.97	full	all	0.998055	1868	1289	388	205	1.34	0.589	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]
K00350	225.53	full	all	0.992953	1947	1279	505	215	1.21	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]
K00351	270.63	full	trim	0.996685	1938	1503	1100	395	2.02	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]
K00354	448.63	full	trim	0.481726	1578	1441	1318	433	3.66	0.590	NADPH2 dehydrogenase [EC:1.6.99.1]
K00355	114.30	domain	all	0.861729	4102	3634	2670	416	8.55	0.590	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K00357	110.37	full	all	0.990937	922	820	1444	290	2.34	0.590	dihydropteridine reductase [EC:1.5.1.34]
K00359	461.53	domain	all	0.985428	609	522	448	335	1.04	0.591	NADPH:quinone reductase [EC:1.6.5.5]
K00360	559.93	domain	all	0.753293	461	448	2112	610	2.74	0.590	assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]
K00361	1749.17	full	all	0.963324	261	241	1520	1354	0.84	0.591	nitrite reductase [NAD(P)H] [EC:1.7.1.4]
K00362	1279.33	domain	all	0.852678	2686	2347	3213	1243	1.76	0.590	nitrite reductase (NADH) large subunit [EC:1.7.1.15]
K00363	137.53	domain	all	0.873191	2585	2065	649	168	4.03	0.590	nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K00364	335.37	domain	all	0.926790	3330	2604	1909	446	2.05	0.590	GMP reductase [EC:1.7.1.7]
K00365	229.73	full	all	0.995011	1907	1808	1923	435	3.53	0.590	urate oxidase [EC:1.7.3.3]
K00366	607.53	domain	all	0.841590	1333	1250	3221	737	6.08	0.590	ferredoxin-nitrite reductase [EC:1.7.7.1]
K00367	1038.23	domain	all	0.821379	433	412	2047	1004	2.33	0.590	ferredoxin-nitrate reductase [EC:1.7.7.2]
K00368	181.40	full	all	0.995261	1434	1273	2921	645	6.34	0.590	nitrite reductase (NO-forming) [EC:1.7.2.1]
K00370	820.57	full	all	0.983073	2980	2490	3563	1777	2.38	0.591	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00371	332.73	full	trim	0.983972	2984	2275	2122	813	1.96	0.591	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]
K00372	1046.13	domain	all	0.807162	2855	2708	4414	930	2.55	0.590	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
K00373	80.40	domain	all	0.992398	2903	2224	1345	305	7.33	0.590	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
K00374	189.37	domain	trim	0.947300	2899	2093	993	493	3.10	0.590	nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]
K00375	347.83	full	all	0.982132	9584	8645	6170	619	7.43	0.590	GntR family transcriptional regulator / MocR family aminotransferase
K00376	441.13	full	all	1.000000	947	828	1442	677	1.76	0.589	nitrous-oxide reductase [EC:1.7.2.4]
K00378	592.20	full	all	0.820106	15	15	847	441	1.01	0.589	hydroxylamine oxidase [EC:1.7.2.9]
K00380	532.97	full	all	0.801129	4885	4276	6780	1035	7.85	0.590	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
K00381	514.93	domain	trim	0.847810	4287	3702	4559	1023	5.05	0.590	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K00382	475.60	full	all	0.947700	18013	15453	6877	612	4.95	0.590	dihydrolipoyl dehydrogenase [EC:1.8.1.4]
K00383	541.40	full	all	0.900125	6061	5323	3798	538	3.22	0.590	glutathione reductase (NADPH) [EC:1.8.1.7]
K00384	329.00	full	all	0.824950	16673	14508	6491	466	9.29	0.590	thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00385	266.50	domain	all	0.988330	432	347	456	303	1.87	0.590	anaerobic sulfite reductase subunit C
K00386	84.57	domain	all	0.995025	109	100	182	106	1.63	0.590	sulfite dehydrogenase (cytochrome) subunit B [EC:1.8.2.1]
K00387	440.80	domain	all	0.855656	1546	1487	5289	614	3.46	0.590	sulfite oxidase [EC:1.8.3.1]
K00389	46.17	full	all	0.984005	2651	2213	1123	262	15.42	0.590	inner membrane protein YidH
K00390	161.03	full	all	0.865825	6932	6019	3560	406	12.14	0.590	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00392	589.70	full	all	0.848402	2244	2093	3297	687	4.55	0.590	sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00394	485.83	full	all	0.998464	341	327	948	579	1.36	0.589	adenylylsulfate reductase, subunit A [EC:1.8.99.2]
K00395	81.00	domain	all	0.998374	340	308	230	146	1.69	0.591	adenylylsulfate reductase, subunit B [EC:1.8.99.2]
K00399	775.53	full	all	1.000000	181	166	673	556	0.80	0.591	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]
K00400	470.83	domain	all	1.000000	263	233	915	534	1.20	0.589	methyl coenzyme M reductase system, component A2
K00401	504.30	full	all	1.000000	180	157	509	444	0.92	0.591	methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]
K00402	355.10	full	all	1.000000	180	155	306	256	0.81	0.592	methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]
K00404	678.30	full	trim	0.861368	3350	2802	1497	521	4.03	0.590	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
K00405	266.13	domain	trim	0.870406	3158	2494	1725	262	4.11	0.590	cytochrome c oxidase cbb3-type subunit II
K00406	101.37	domain	all	0.981576	3486	3077	2683	380	7.49	0.590	cytochrome c oxidase cbb3-type subunit III
K00407	22.77	domain	trim	0.985956	2909	2173	362	86	16.15	0.661	cytochrome c oxidase cbb3-type subunit IV
K00408	470.43	domain	all	0.825764	1072	815	2591	429	2.66	0.590	wingless-type MMTV integration site family, member 4
K00410	1156.37	full	all	1.000000	67	61	719	690	0.50	0.588	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit
K00411	79.00	domain	all	0.998619	5217	4351	2412	677	7.07	0.590	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
K00412	319.27	domain	all	0.951022	4119	3333	3151	543	5.31	0.590	ubiquinol-cytochrome c reductase cytochrome b subunit
K00413	49.03	domain	all	0.960583	4653	4022	3940	368	4.71	0.590	ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00414	756.50	full	all	0.911972	534	512	973	481	1.87	0.590	ubiquinol-cytochrome c reductase core subunit 1
K00415	387.60	full	all	0.932679	1190	1145	1928	669	5.51	0.590	ubiquinol-cytochrome c reductase core subunit 2
K00416	39.63	full	all	0.994532	1628	1367	1323	173	6.59	0.590	ubiquinol-cytochrome c reductase subunit 6
K00417	40.97	full	all	0.997781	1579	1350	1054	192	6.50	0.590	ubiquinol-cytochrome c reductase subunit 7
K00418	37.37	full	all	0.996082	1036	890	551	193	5.72	0.590	ubiquinol-cytochrome c reductase subunit 8
K00419	39.23	full	all	0.998316	1106	889	589	136	6.96	0.590	ubiquinol-cytochrome c reductase subunit 9
K00420	29.93	domain	all	0.991038	820	670	424	106	6.41	0.590	ubiquinol-cytochrome c reductase subunit 10
K00421	758.13	full	all	1.000000	7	7	718	558	0.62	0.592	laccase [EC:1.10.3.2]
K00422	315.17	full	all	0.992792	996	971	2700	634	2.32	0.590	polyphenol oxidase [EC:1.10.3.1]
K00423	656.83	domain	all	0.960064	1049	977	2604	777	4.57	0.590	L-ascorbate oxidase [EC:1.10.3.3]
K00424	32.87	domain	all	0.997674	1974	1079	617	279	2.50	0.591	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
K00425	133.60	full	all	0.996907	10172	8268	4116	593	5.92	0.590	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
K00426	37.20	domain	all	0.997047	10134	8134	2527	410	7.45	0.590	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
K00427	903.53	full	trim	0.959262	539	343	864	554	1.02	0.589	L-lactate permease
K00428	127.23	full	all	0.956289	4457	4089	6485	449	8.48	0.590	cytochrome c peroxidase [EC:1.11.1.5]
K00430	106.13	domain	all	0.957811	18212	16904	12933	409	4.90	0.590	peroxidase [EC:1.11.1.7]
K00431	1160.77	full	all	0.927499	640	637	7128	1114	2.06	0.590	thyroid peroxidase [EC:1.11.1.8]
K00432	64.53	full	all	0.869335	13190	11357	3576	265	6.87	0.590	glutathione peroxidase [EC:1.11.1.9]
K00433	196.37	domain	all	0.957646	4537	4149	1796	397	9.46	0.590	non-heme chloroperoxidase [EC:1.11.1.10]
K00434	325.90	full	all	0.888786	1522	1418	2779	338	3.70	0.590	L-ascorbate peroxidase [EC:1.11.1.11]
K00435	262.93	domain	trim	0.913087	1913	1544	696	313	2.90	0.590	hydrogen peroxide-dependent heme synthase [EC:1.3.98.5]
K00436	651.83	full	all	0.988456	371	351	666	475	1.23	0.589	NAD-reducing hydrogenase large subunit [EC:1.12.1.2]
K00437	803.03	full	all	0.540578	146	137	922	549	1.53	0.591	[NiFe] hydrogenase large subunit [EC:1.12.2.1]
K00440	291.50	full	all	0.973859	152	139	653	409	2.52	0.590	coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]
K00441	223.63	full	trim	0.835288	663	619	1693	446	7.33	0.590	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]
K00442	133.63	full	all	0.993197	178	152	307	160	1.85	0.590	coenzyme F420 hydrogenase subunit delta
K00443	154.93	full	all	1.000000	148	128	429	231	1.02	0.589	coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]
K00444	495.63	full	all	0.926628	1342	1097	4247	473	2.55	0.590	wingless-type MMTV integration site family, member 5
K00445	436.03	domain	all	0.959166	818	686	2626	445	1.62	0.591	wingless-type MMTV integration site family, member 6
