Genome accession	NFkB candidate	IkB candidate	NFkB chain contact coordinate	pDockQ2 region	pDockQ2 score	zipfile	zipfile_sha256	scoring_signature
GCF_021976095.1	XP_046859971.1	XP_046853941.1	240:387	A_region_C	0.393224	fold_xp_046859971_1_xp_046853941_1.zip	366bcd8f5775076942fe52b9ab2a63143aa6d40f5c8c9176216ae2aba8a50802	eccf3b9f02c65e2840a9c27324ff40b87f3fd59dfe703d5194bb73b59d48d8a8
GCF_021976095.1	XP_046859971.1	XP_046853941.1	240:387	B_region_C	0.480197	fold_xp_046859971_1_xp_046853941_1.zip	366bcd8f5775076942fe52b9ab2a63143aa6d40f5c8c9176216ae2aba8a50802	eccf3b9f02c65e2840a9c27324ff40b87f3fd59dfe703d5194bb73b59d48d8a8
GCF_030620025.1	XP_058970121.1	XP_058970121.1	255:398	A_region_A_Cterm	0.484292	fold_xp_058970121_1.zip	1b6c01b181fe5c3161bd3950712625f68723ebd58c72ab219e57adebcc6f8fd2	497e9bac03287f991c23aae51abdfcdfd4933f71d8766cbc717145ca05c0f98b
GCF_030620025.1	XP_058970121.1	XP_058956196.1	255:398	A_B	0.794709	fold_xp_058970121_1_xp_058956196_1.zip	c50869b94510fd721597a138e23a98406a08d9497bb5ed6e1a180f26e7375a79	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058956196.1	255:398	A_C	0.364688	fold_xp_058970121_1_xp_058956196_1.zip	c50869b94510fd721597a138e23a98406a08d9497bb5ed6e1a180f26e7375a79	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058956196.1	255:398	B_C	0.386502	fold_xp_058970121_1_xp_058956196_1.zip	c50869b94510fd721597a138e23a98406a08d9497bb5ed6e1a180f26e7375a79	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058956196.1	255:398	A_region_B_region	0.807592	fold_xp_058970121_1_xp_058956196_1.zip	c50869b94510fd721597a138e23a98406a08d9497bb5ed6e1a180f26e7375a79	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058956196.1	255:398	A_region_C	0.452466	fold_xp_058970121_1_xp_058956196_1.zip	c50869b94510fd721597a138e23a98406a08d9497bb5ed6e1a180f26e7375a79	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058956196.1	255:398	B_region_C	0.386502	fold_xp_058970121_1_xp_058956196_1.zip	c50869b94510fd721597a138e23a98406a08d9497bb5ed6e1a180f26e7375a79	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058956197.1	255:398	A_B	0.788520	fold_xp_058970121_1_xp_058956197_1.zip	b90dab447d4877d1604eb25694075b65f29f577837a554cf8b505072fa6def2f	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058956197.1	255:398	A_C	0.343939	fold_xp_058970121_1_xp_058956197_1.zip	b90dab447d4877d1604eb25694075b65f29f577837a554cf8b505072fa6def2f	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058956197.1	255:398	B_C	0.322525	fold_xp_058970121_1_xp_058956197_1.zip	b90dab447d4877d1604eb25694075b65f29f577837a554cf8b505072fa6def2f	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058956197.1	255:398	A_region_B_region	0.789172	fold_xp_058970121_1_xp_058956197_1.zip	b90dab447d4877d1604eb25694075b65f29f577837a554cf8b505072fa6def2f	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058956197.1	255:398	A_region_C	0.343939	fold_xp_058970121_1_xp_058956197_1.zip	b90dab447d4877d1604eb25694075b65f29f577837a554cf8b505072fa6def2f	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058956197.1	255:398	B_region_C	0.322525	fold_xp_058970121_1_xp_058956197_1.zip	b90dab447d4877d1604eb25694075b65f29f577837a554cf8b505072fa6def2f	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058957669.1	255:398	A_B	0.763620	fold_xp_058970121_1_xp_058957669_1.zip	12837f14dd3f7bd34f6c583a1e09cd73254b54e59b29adeb87671cf05c4e6f5f	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058957669.1	255:398	A_C	0.160556	fold_xp_058970121_1_xp_058957669_1.zip	12837f14dd3f7bd34f6c583a1e09cd73254b54e59b29adeb87671cf05c4e6f5f	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058957669.1	255:398	B_C	0.434656	fold_xp_058970121_1_xp_058957669_1.zip	12837f14dd3f7bd34f6c583a1e09cd73254b54e59b29adeb87671cf05c4e6f5f	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058957669.1	255:398	A_region_B_region	0.763620	fold_xp_058970121_1_xp_058957669_1.zip	12837f14dd3f7bd34f6c583a1e09cd73254b54e59b29adeb87671cf05c4e6f5f	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058957669.1	255:398	A_region_C	0.160556	fold_xp_058970121_1_xp_058957669_1.zip	12837f14dd3f7bd34f6c583a1e09cd73254b54e59b29adeb87671cf05c4e6f5f	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_030620025.1	XP_058970121.1	XP_058957669.1	255:398	B_region_C	0.484639	fold_xp_058970121_1_xp_058957669_1.zip	12837f14dd3f7bd34f6c583a1e09cd73254b54e59b29adeb87671cf05c4e6f5f	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_036669905.1	XP_067053651.1	XP_067053651.1	254:396	A_region_A_Cterm	0.529002	fold_xp_067053651_1.zip	bbb60d622851c45186ba4db5db3a96c263eef2e675856399d8d215b8b3a9b94d	1f9046884bf1b253051847ee6860ac46c1cdc68a03fa2800106e0a5272375666
GCF_036669905.1	XP_067053651.1	XP_067031383.1	254:396	A_B	0.638483	fold_xp_067053651_1_xp_067031383_1.zip	1376a9f8dcbbf85f31beafa0fe8da8fb7b465c4a29e0e6f3eecbf9a4f69dd722	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067031383.1	254:396	A_C	0.452620	fold_xp_067053651_1_xp_067031383_1.zip	1376a9f8dcbbf85f31beafa0fe8da8fb7b465c4a29e0e6f3eecbf9a4f69dd722	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067031383.1	254:396	B_C	0.491561	fold_xp_067053651_1_xp_067031383_1.zip	1376a9f8dcbbf85f31beafa0fe8da8fb7b465c4a29e0e6f3eecbf9a4f69dd722	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067031383.1	254:396	A_region_B_region	0.795064	fold_xp_067053651_1_xp_067031383_1.zip	1376a9f8dcbbf85f31beafa0fe8da8fb7b465c4a29e0e6f3eecbf9a4f69dd722	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067031383.1	254:396	A_region_C	0.452620	fold_xp_067053651_1_xp_067031383_1.zip	1376a9f8dcbbf85f31beafa0fe8da8fb7b465c4a29e0e6f3eecbf9a4f69dd722	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067031383.1	254:396	B_region_C	0.491561	fold_xp_067053651_1_xp_067031383_1.zip	1376a9f8dcbbf85f31beafa0fe8da8fb7b465c4a29e0e6f3eecbf9a4f69dd722	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067031528.1	254:396	A_B	0.802374	fold_xp_067053651_1_xp_067031528_1.zip	8ae6c14cb7b6f2e3cb52233a375920dda75f82128b806c91b843183c015c68f2	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067031528.1	254:396	A_C	0.482946	fold_xp_067053651_1_xp_067031528_1.zip	8ae6c14cb7b6f2e3cb52233a375920dda75f82128b806c91b843183c015c68f2	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067031528.1	254:396	B_C	0.465579	fold_xp_067053651_1_xp_067031528_1.zip	8ae6c14cb7b6f2e3cb52233a375920dda75f82128b806c91b843183c015c68f2	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067031528.1	254:396	A_region_B_region	0.802374	fold_xp_067053651_1_xp_067031528_1.zip	8ae6c14cb7b6f2e3cb52233a375920dda75f82128b806c91b843183c015c68f2	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067031528.1	254:396	A_region_C	0.482946	fold_xp_067053651_1_xp_067031528_1.zip	8ae6c14cb7b6f2e3cb52233a375920dda75f82128b806c91b843183c015c68f2	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067031528.1	254:396	B_region_C	0.465579	fold_xp_067053651_1_xp_067031528_1.zip	8ae6c14cb7b6f2e3cb52233a375920dda75f82128b806c91b843183c015c68f2	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067039091.1	254:396	A_B	0.775743	fold_xp_067053651_1_xp_067039091_1.zip	a195f661700be3c3c7166f9b2a1e905a620f1cca706b124a1690d9e68781498f	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067039091.1	254:396	A_C	0.408090	fold_xp_067053651_1_xp_067039091_1.zip	a195f661700be3c3c7166f9b2a1e905a620f1cca706b124a1690d9e68781498f	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067039091.1	254:396	B_C	0.334954	fold_xp_067053651_1_xp_067039091_1.zip	a195f661700be3c3c7166f9b2a1e905a620f1cca706b124a1690d9e68781498f	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067039091.1	254:396	A_region_B_region	0.784476	fold_xp_067053651_1_xp_067039091_1.zip	a195f661700be3c3c7166f9b2a1e905a620f1cca706b124a1690d9e68781498f	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067039091.1	254:396	A_region_C	0.408090	fold_xp_067053651_1_xp_067039091_1.zip	a195f661700be3c3c7166f9b2a1e905a620f1cca706b124a1690d9e68781498f	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669905.1	XP_067053651.1	XP_067039091.1	254:396	B_region_C	0.334954	fold_xp_067053651_1_xp_067039091_1.zip	a195f661700be3c3c7166f9b2a1e905a620f1cca706b124a1690d9e68781498f	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_036669925.1	XP_068721954.1	XP_068721954.1	259:402	A_region_A_Cterm				
GCF_036669925.1	XP_068721954.1	XP_068728611.1	259:402	A_B				
GCF_036669925.1	XP_068721954.1	XP_068728611.1	259:402	A_C				
GCF_036669925.1	XP_068721954.1	XP_068728611.1	259:402	B_C				
GCF_036669925.1	XP_068721954.1	XP_068728611.1	259:402	A_region_B_region				
GCF_036669925.1	XP_068721954.1	XP_068728611.1	259:402	A_region_C				
GCF_036669925.1	XP_068721954.1	XP_068728611.1	259:402	B_region_C				
GCF_036669925.1	XP_068721954.1	XP_068731937.1	259:402	A_B				
GCF_036669925.1	XP_068721954.1	XP_068731937.1	259:402	A_C				
GCF_036669925.1	XP_068721954.1	XP_068731937.1	259:402	B_C				
GCF_036669925.1	XP_068721954.1	XP_068731937.1	259:402	A_region_B_region				
GCF_036669925.1	XP_068721954.1	XP_068731937.1	259:402	A_region_C				
GCF_036669925.1	XP_068721954.1	XP_068731937.1	259:402	B_region_C				
GCF_036669925.1	XP_068721954.1	XP_068733763.1	259:402	A_B				
GCF_036669925.1	XP_068721954.1	XP_068733763.1	259:402	A_C				
GCF_036669925.1	XP_068721954.1	XP_068733763.1	259:402	B_C				
GCF_036669925.1	XP_068721954.1	XP_068733763.1	259:402	A_region_B_region				
GCF_036669925.1	XP_068721954.1	XP_068733763.1	259:402	A_region_C				
GCF_036669925.1	XP_068721954.1	XP_068733763.1	259:402	B_region_C				
GCF_036669935.1	XP_068704788.1	XP_068704788.1	259:402	A_region_A_Cterm				
GCF_036669935.1	XP_068704788.1	XP_068682681.1	259:402	A_B				
GCF_036669935.1	XP_068704788.1	XP_068682681.1	259:402	A_C				
GCF_036669935.1	XP_068704788.1	XP_068682681.1	259:402	B_C				
GCF_036669935.1	XP_068704788.1	XP_068682681.1	259:402	A_region_B_region				
GCF_036669935.1	XP_068704788.1	XP_068682681.1	259:402	A_region_C				
GCF_036669935.1	XP_068704788.1	XP_068682681.1	259:402	B_region_C				
GCF_036669935.1	XP_068704788.1	XP_068687143.1	259:402	A_B				
GCF_036669935.1	XP_068704788.1	XP_068687143.1	259:402	A_C				
GCF_036669935.1	XP_068704788.1	XP_068687143.1	259:402	B_C				
GCF_036669935.1	XP_068704788.1	XP_068687143.1	259:402	A_region_B_region				
GCF_036669935.1	XP_068704788.1	XP_068687143.1	259:402	A_region_C				
GCF_036669935.1	XP_068704788.1	XP_068687143.1	259:402	B_region_C				
GCF_036669935.1	XP_068704788.1	XP_068687145.1	259:402	A_B				
GCF_036669935.1	XP_068704788.1	XP_068687145.1	259:402	A_C				
GCF_036669935.1	XP_068704788.1	XP_068687145.1	259:402	B_C				
GCF_036669935.1	XP_068704788.1	XP_068687145.1	259:402	A_region_B_region				
GCF_036669935.1	XP_068704788.1	XP_068687145.1	259:402	A_region_C				
GCF_036669935.1	XP_068704788.1	XP_068687145.1	259:402	B_region_C				
GCF_932526225.1	XP_048580668.1	XP_032228503.2	261:405	A_B	0.775135	fold_xp_048580668_1_xp_032228503_2.zip	26a079b898ce35068bc992940ada9625dc5f5791b79f8e1bbc43d8c0a61e04b4	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_932526225.1	XP_048580668.1	XP_032228503.2	261:405	A_C	0.532930	fold_xp_048580668_1_xp_032228503_2.zip	26a079b898ce35068bc992940ada9625dc5f5791b79f8e1bbc43d8c0a61e04b4	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_932526225.1	XP_048580668.1	XP_032228503.2	261:405	B_C	0.395633	fold_xp_048580668_1_xp_032228503_2.zip	26a079b898ce35068bc992940ada9625dc5f5791b79f8e1bbc43d8c0a61e04b4	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_932526225.1	XP_048580668.1	XP_032228503.2	261:405	A_region_B_region	0.775135	fold_xp_048580668_1_xp_032228503_2.zip	26a079b898ce35068bc992940ada9625dc5f5791b79f8e1bbc43d8c0a61e04b4	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_932526225.1	XP_048580668.1	XP_032228503.2	261:405	A_region_C	0.532930	fold_xp_048580668_1_xp_032228503_2.zip	26a079b898ce35068bc992940ada9625dc5f5791b79f8e1bbc43d8c0a61e04b4	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_932526225.1	XP_048580668.1	XP_032228503.2	261:405	B_region_C	0.407360	fold_xp_048580668_1_xp_032228503_2.zip	26a079b898ce35068bc992940ada9625dc5f5791b79f8e1bbc43d8c0a61e04b4	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_932526225.1	XP_048580668.1	XP_032230483.2	261:405	A_B	0.126544	fold_xp_048580668_1_xp_032230483_2.zip	bba514abfda48e67593813452669d6f975212f77eabb56e08ee1af09122bac8c	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_932526225.1	XP_048580668.1	XP_032230483.2	261:405	A_C	0.280303	fold_xp_048580668_1_xp_032230483_2.zip	bba514abfda48e67593813452669d6f975212f77eabb56e08ee1af09122bac8c	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_932526225.1	XP_048580668.1	XP_032230483.2	261:405	B_C	0.016245	fold_xp_048580668_1_xp_032230483_2.zip	bba514abfda48e67593813452669d6f975212f77eabb56e08ee1af09122bac8c	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_932526225.1	XP_048580668.1	XP_032230483.2	261:405	A_region_B_region	0.594119	fold_xp_048580668_1_xp_032230483_2.zip	bba514abfda48e67593813452669d6f975212f77eabb56e08ee1af09122bac8c	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_932526225.1	XP_048580668.1	XP_032230483.2	261:405	A_region_C	0.354005	fold_xp_048580668_1_xp_032230483_2.zip	bba514abfda48e67593813452669d6f975212f77eabb56e08ee1af09122bac8c	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_932526225.1	XP_048580668.1	XP_032230483.2	261:405	B_region_C	0.016245	fold_xp_048580668_1_xp_032230483_2.zip	bba514abfda48e67593813452669d6f975212f77eabb56e08ee1af09122bac8c	d887bd045495c502068dbc0d457eb042de716c46792ba5d9d52e7f320472ef34
GCF_958299795.1	XP_073234456.1	XP_073234456.1	255:398	A_region_A_Cterm				
GCF_958299795.1	XP_073234456.1	XP_073248332.1	255:398	A_B				
GCF_958299795.1	XP_073234456.1	XP_073248332.1	255:398	A_C				
GCF_958299795.1	XP_073234456.1	XP_073248332.1	255:398	B_C				
GCF_958299795.1	XP_073234456.1	XP_073248332.1	255:398	A_region_B_region				
GCF_958299795.1	XP_073234456.1	XP_073248332.1	255:398	A_region_C				
GCF_958299795.1	XP_073234456.1	XP_073248332.1	255:398	B_region_C				
GCF_958299795.1	XP_073234456.1	XP_073256375.1	255:398	A_B				
GCF_958299795.1	XP_073234456.1	XP_073256375.1	255:398	A_C				
GCF_958299795.1	XP_073234456.1	XP_073256375.1	255:398	B_C				
GCF_958299795.1	XP_073234456.1	XP_073256375.1	255:398	A_region_B_region				
GCF_958299795.1	XP_073234456.1	XP_073256375.1	255:398	A_region_C				
GCF_958299795.1	XP_073234456.1	XP_073256375.1	255:398	B_region_C				
GCF_958299795.1	XP_073234456.1	XP_073256376.1	255:398	A_B				
GCF_958299795.1	XP_073234456.1	XP_073256376.1	255:398	A_C				
GCF_958299795.1	XP_073234456.1	XP_073256376.1	255:398	B_C				
GCF_958299795.1	XP_073234456.1	XP_073256376.1	255:398	A_region_B_region				
GCF_958299795.1	XP_073234456.1	XP_073256376.1	255:398	A_region_C				
GCF_958299795.1	XP_073234456.1	XP_073256376.1	255:398	B_region_C				
