zipfile	zipfile_sha256	model	A_B_pDockQ2_max	A_C_pDockQ2_max	B_C_pDockQ2_max	A_265-405_B_265-405_pDockQ2_max	A_265-405_C_all_pDockQ2_max	B_265-405_C_all_pDockQ2_max
fold_nv_cah3028528.zip	4fe48404e53456ed7d90b02334e79999d52ac3d4a5fd14fa9eb310ac54d3426f	4	0.127845	0.320897	0.054484	0.727986	0.320897	0.060092
fold_nv_cah3146079.zip	901c2537b79a951e69ff962a84e5f18b176376e616788c39a0182384e95e7f5f	0	0.126242	0.009599	0.009574	0.421177	0.009704	0.009574
fold_nv_cah3146079.zip	901c2537b79a951e69ff962a84e5f18b176376e616788c39a0182384e95e7f5f	1	0.261353	0.009607	0.009463	0.431153	0.009732	0.009463
fold_nv_cah3146079.zip	901c2537b79a951e69ff962a84e5f18b176376e616788c39a0182384e95e7f5f	2	0.226733	0.009687	0.000000	0.376774	0.009687	0.000000
fold_nv_cah3146079.zip	901c2537b79a951e69ff962a84e5f18b176376e616788c39a0182384e95e7f5f	3	0.087183	0.009390	0.009561	0.398034	0.000000	0.009561
fold_nv_cah3146079.zip	901c2537b79a951e69ff962a84e5f18b176376e616788c39a0182384e95e7f5f	4	0.058673	0.009506	0.009442	0.366230	0.009506	0.009442
fold_nv_cah3197536.zip	7b85415348a83046ab5d879a21b3006a4f52582094e6e0c43f1415bb94074355	0	0.517190	0.266683	0.050585	0.761178	0.266683	0.345043
fold_nv_cah3197536.zip	7b85415348a83046ab5d879a21b3006a4f52582094e6e0c43f1415bb94074355	1	0.511885	0.301143	0.148042	0.759827	0.301143	0.148042
fold_nv_cah3197536.zip	7b85415348a83046ab5d879a21b3006a4f52582094e6e0c43f1415bb94074355	2	0.144005	0.264994	0.191063	0.740138	0.264994	0.191063
fold_nv_cah3197536.zip	7b85415348a83046ab5d879a21b3006a4f52582094e6e0c43f1415bb94074355	3	0.306740	0.269726	0.242976	0.752111	0.269726	0.242976
fold_nv_cah3197536.zip	7b85415348a83046ab5d879a21b3006a4f52582094e6e0c43f1415bb94074355	4	0.359626	0.240808	0.059335	0.702581	0.240808	0.227846
fold_nv_xp_046852094.zip	0dc0c5bb87808baa95ab5a4284e804f2d4df0035524054983dec804ec67154eb	0	0.237166	0.263129	0.302215	0.746145	0.263129	0.302215
fold_nv_xp_046852094.zip	0dc0c5bb87808baa95ab5a4284e804f2d4df0035524054983dec804ec67154eb	1	0.161332	0.260705	0.215421	0.743001	0.260705	0.215421
fold_nv_xp_046852094.zip	0dc0c5bb87808baa95ab5a4284e804f2d4df0035524054983dec804ec67154eb	2	0.200437	0.275473	0.301463	0.739656	0.275473	0.301463
fold_nv_xp_046852094.zip	0dc0c5bb87808baa95ab5a4284e804f2d4df0035524054983dec804ec67154eb	3	0.149069	0.250105	0.234597	0.744711	0.250105	0.234597
fold_nv_xp_046852094.zip	0dc0c5bb87808baa95ab5a4284e804f2d4df0035524054983dec804ec67154eb	4	0.204834	0.147575	0.203600	0.748603	0.147575	0.203600
fold_nv_cah3116438_trunc.zip	ed0f31bc92baaa7d0bbd37e5f286fa3dafc386b24649905a07d68d8957af8e13	0	0.746511	0.161993	0.096245	0.746511	0.161993	0.160790
fold_nv_cah3116438_trunc.zip	ed0f31bc92baaa7d0bbd37e5f286fa3dafc386b24649905a07d68d8957af8e13	1	0.746811	0.110688	0.086856	0.746811	0.110688	0.418704
fold_nv_cah3116438_trunc.zip	ed0f31bc92baaa7d0bbd37e5f286fa3dafc386b24649905a07d68d8957af8e13	2	0.155091	0.159237	0.077971	0.728433	0.159237	0.077971
fold_nv_cah3116438_trunc.zip	ed0f31bc92baaa7d0bbd37e5f286fa3dafc386b24649905a07d68d8957af8e13	3	0.126219	0.086177	0.212691	0.736480	0.086177	0.354395
fold_nv_cah3116438_trunc.zip	ed0f31bc92baaa7d0bbd37e5f286fa3dafc386b24649905a07d68d8957af8e13	4	0.174060	0.094191	0.083015	0.522627	0.102418	0.107861
fold_nv_cah3140492_trunc.zip	08d910136de8f61c8ecd692a607c2742057b8be89c231f9503256f7404f4d1c0	0	0.749451	0.233433	0.050135	0.749451	0.368573	0.480363
fold_nv_cah3140492_trunc.zip	08d910136de8f61c8ecd692a607c2742057b8be89c231f9503256f7404f4d1c0	1	0.751627	0.370502	0.071393	0.751627	0.370502	0.334535
fold_nv_cah3140492_trunc.zip	08d910136de8f61c8ecd692a607c2742057b8be89c231f9503256f7404f4d1c0	2	0.737885	0.108655	0.046225	0.737885	0.108655	0.335143
fold_nv_cah3140492_trunc.zip	08d910136de8f61c8ecd692a607c2742057b8be89c231f9503256f7404f4d1c0	3	0.751523	0.270594	0.041712	0.751523	0.270594	0.293734
fold_nv_cah3140492_trunc.zip	08d910136de8f61c8ecd692a607c2742057b8be89c231f9503256f7404f4d1c0	4	0.352046	0.300502	0.040506	0.352046	0.300502	0.326910
fold_nv_kak2567480_trunc.zip	6537fe0410e1bcf08c734a983936d4a647ed2e83b6d5c8adc925072c1b959394	0	0.550131	0.194478	0.110456	0.550131	0.194478	0.179808
fold_nv_kak2567480_trunc.zip	6537fe0410e1bcf08c734a983936d4a647ed2e83b6d5c8adc925072c1b959394	1	0.564429	0.042160	0.101422	0.564429	0.331340	0.228733
fold_nv_kak2567480_trunc.zip	6537fe0410e1bcf08c734a983936d4a647ed2e83b6d5c8adc925072c1b959394	2	0.775544	0.303159	0.202280	0.775544	0.303159	0.395880
fold_nv_kak2567480_trunc.zip	6537fe0410e1bcf08c734a983936d4a647ed2e83b6d5c8adc925072c1b959394	3	0.267423	0.376889	0.331330	0.776042	0.376889	0.331330
fold_nv_kak2567480_trunc.zip	6537fe0410e1bcf08c734a983936d4a647ed2e83b6d5c8adc925072c1b959394	4	0.137290	0.284137	0.212077	0.762321	0.284137	0.212077
